o:resource_template,o:resource_class,o:owner,o:is_public,dcterms:title,dcterms:description,dcterms:type,dcterms:educationLevel,foaf:mbox,foaf:gender,foaf:firstName,foaf:familyName,foaf:phone,foaf:member,foaf:status,fup8:code,fup8:ects,fup8:semestre,fup8:coef,fup8:vhec,fup8:vhch,fup8:cch,fup8:pcCM,fup8:pcTD,fup8:pcTP,fup8:sd,fup8:libre,fup8:mutuaDst,fup8:mutuaSrc,fup8:nbg,fup8:hasUE,fup8:hasParcours,fup8:hasHeadTeacher,fup8:hasAgenda,rome:accesEmploi,rome:hasAppellation,rome:code,rome:libelle,rome:definition,rome:riasecMajeur,rome:riasecMineur,rome:transitionEcologiqueDetaillee,rome:codeIsco,rome:hasDomaineProfessionnel,rome:grandDomaine,rome:libelleCourt,rome:classification,rome:hasCompetenceCle,rome:type,rome:codeOgr,rome:hasTheme,rome:hasCentreInteret,rome:hasSecteurActivite,rome:hasCompetenceMobilisee,rome:hasCompetenceMobiliseePrincipale,rome:hasNaf,rome:hasFormacode,rome:hasContexteTravail,rome:categorie
"ROME Référence",rome:appellation,acehn@univ-paris8.fr,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14967,"Expert-comptable / Experte-comptable",,,,,,,,"Expert-comptable / Experte-comptable",PRINCIPALE,"Méthodes et procédures de contrôle comptable : 100 | Procédures de contrôle comptable : 99 | Réaliser des opérations comptables : 58 | Élaborer des procédures administratives ou comptables : 75 | Expliquer et faire respecter les règles et procédures : 100",,,,,,,,,,,
"ROME Référence",rome:appellation,acehn@univ-paris8.fr,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10932,"Analyste budgétaire",,,,,,,,"Analyste budgétaire",SYNONYME,"Méthodes et procédures de contrôle comptable : 86 | Procédures de contrôle comptable : 62 | Réaliser des opérations comptables : 59 | Concevoir des supports de suivi et de gestion : 74 | Élaborer des procédures administratives ou comptables : 80",,,,,,,,,,,
"ROME Référence",rome:appellation,acehn@univ-paris8.fr,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11408,"Auditeur comptable et financier / Auditrice comptable et financière",,,,,,,,"Auditeur(trice) comptable et financier(ère)",SYNONYME,"Méthodes et procédures de contrôle comptable : 97 | Procédures de contrôle comptable : 96 | Réaliser des opérations comptables : 75 | Élaborer des procédures administratives ou comptables : 58 | Expliquer et faire respecter les règles et procédures : 99",,,,,,,,,,,
"ROME Référence",rome:appellation,acehn@univ-paris8.fr,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11284,"Assistant / Assistante en organisation",,,,,,,,"Assistant / Assistante en organisation",SYNONYME,"Préconiser des améliorations en matière d'organisation, de gestion, de procédures : 97 | Recueillir et analyser les besoins client : 84",,,,,,,,,,,
"ROME Référence",rome:appellation,acehn@univ-paris8.fr,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18934,"Responsable des projets organisation",,,,,,,,"Responsable des projets organisation",SYNONYME,"Préconiser des améliorations en matière d'organisation, de gestion, de procédures : 86 | Recueillir et analyser les besoins client : 77",,,,,,,,,,,
"ROME Référence",rome:appellation,acehn@univ-paris8.fr,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15572,"Ingénieur / Ingénieure - conseil en organisation",,,,,,,,"Ingénieur / Ingénieure - conseil en organisation",SYNONYME,"Préconiser des améliorations en matière d'organisation, de gestion, de procédures : 100 | Recueillir et analyser les besoins client : 73",,,,,,,,,,,
"ROME Référence",rome:appellation,acehn@univ-paris8.fr,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19064,"Responsable en organisation en entreprise",,,,,,,,"Responsable en organisation en entreprise",SYNONYME,"Préconiser des améliorations en matière d'organisation, de gestion, de procédures : 100 | Recueillir et analyser les besoins client : 73",,,,,,,,,,,
"ROME Référence",rome:appellation,acehn@univ-paris8.fr,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19061,"Responsable en intelligence économique",,,,,,,,"Responsable en intelligence économique",SYNONYME,"Préconiser des améliorations en matière d'organisation, de gestion, de procédures : 100 | Recueillir et analyser les besoins client : 67",,,,,,,,,,,
"ROME Référence",rome:appellation,acehn@univ-paris8.fr,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19063,"Responsable en organisation",,,,,,,,"Responsable en organisation",SYNONYME,"Préconiser des améliorations en matière d'organisation, de gestion, de procédures : 100 | Recueillir et analyser les besoins client : 62",,,,,,,,,,,
"ROME Référence",rome:appellation,acehn@univ-paris8.fr,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15571,"Ingénieur / Ingénieure - conseil en management",,,,,,,,"Ingénieur / Ingénieure - conseil en management",SYNONYME,"Préconiser des améliorations en matière d'organisation, de gestion, de procédures : 100 | Recueillir et analyser les besoins client : 56",,,,,,,,,,,
"ROME Référence",rome:appellation,acehn@univ-paris8.fr,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13532,"Consultant / Consultante en intelligence économique",,,,,,,,"Consultant / Consultante en intelligence économique",SYNONYME,"Préconiser des améliorations en matière d'organisation, de gestion, de procédures : 96 | Recueillir et analyser les besoins client : 73",,,,,,,,,,,
"ROME Référence",rome:appellation,acehn@univ-paris8.fr,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15775,"Ingénieur / Ingénieure en organisation",,,,,,,,"Ingénieur / Ingénieure en organisation",SYNONYME,"Préconiser des améliorations en matière d'organisation, de gestion, de procédures : 89 | Recueillir et analyser les besoins client : 82",,,,,,,,,,,
"ROME Référence",rome:appellation,acehn@univ-paris8.fr,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13533,"Consultant / Consultante en management",,,,,,,,"Consultant / Consultante en management",SYNONYME,"Préconiser des améliorations en matière d'organisation, de gestion, de procédures : 94 | Recueillir et analyser les besoins client : 85",,,,,,,,,,,
"ROME Référence",rome:appellation,acehn@univ-paris8.fr,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13537,"Consultant / Consultante en organisation et management",,,,,,,,"Consultant / Consultante en organisation et management",PRINCIPALE,"Préconiser des améliorations en matière d'organisation, de gestion, de procédures : 95 | Recueillir et analyser les besoins client : 93",,,,,,,,,,,
"ROME Référence",rome:appellation,acehn@univ-paris8.fr,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13541,"Consultant / Consultante ergonome",,,,,,,,"Consultant / Consultante ergonome",SYNONYME,"Préconiser des améliorations en matière d'organisation, de gestion, de procédures : 98 | Recueillir et analyser les besoins client : 87",,,,,,,,,,,
"ROME Référence",rome:appellation,acehn@univ-paris8.fr,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38340,"Animateur / Animatrice qualité services",,,,,,,,"Animateur / Animatrice qualité services",SYNONYME,"Préconiser des améliorations en matière d'organisation, de gestion, de procédures : 98 | Recueillir et analyser les besoins client : 61",,,,,,,,,,,
"ROME Référence",rome:appellation,acehn@univ-paris8.fr,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38341,"Auditeur / Auditrice qualité services",,,,,,,,"Auditeur / Auditrice qualité services",SYNONYME,"Préconiser des améliorations en matière d'organisation, de gestion, de procédures : 92 | Recueillir et analyser les besoins client : 89",,,,,,,,,,,
"ROME Référence",rome:appellation,acehn@univ-paris8.fr,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13412,"Conseiller / Conseillère en conduite du changement",,,,,,,,"Conseiller / Conseillère en conduite du changement",SYNONYME,"Préconiser des améliorations en matière d'organisation, de gestion, de procédures : 97 | Recueillir et analyser les besoins client : 75",,,,,,,,,,,
"ROME Référence",rome:appellation,acehn@univ-paris8.fr,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18740,"Responsable de la gestion et l'organisation administrative",,,,,,,,"Responsable de la gestion et l'organisation administrative",SYNONYME,"Préconiser des améliorations en matière d'organisation, de gestion, de procédures : 99 | Recueillir et analyser les besoins client : 83",,,,,,,,,,,
"ROME Référence",rome:appellation,acehn@univ-paris8.fr,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126558,"Chief digital officer - Responsable de la transformation digitale",,,,,,,,"Chief digital officer - Responsable transformation digitale",SYNONYME,"Préconiser des améliorations en matière d'organisation, de gestion, de procédures : 94 | Recueillir et analyser les besoins client : 69",,,,,,,,,,,
"ROME Référence",rome:appellation,acehn@univ-paris8.fr,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38596,"Responsable RSE - responsabilité sociétale de l'entreprise",,,,EMPLOI_VERT,,,,"Responsable RSE - responsabilité sociétale de l'entreprise",SYNONYME,"Préconiser des améliorations en matière d'organisation, de gestion, de procédures : 96 | Recueillir et analyser les besoins client : 91",,,,,,,,,,,
"ROME Référence",rome:appellation,acehn@univ-paris8.fr,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38511,"Intervenant / Intervenante en Prévention des Risques Professionnels - IPRP",,,,,,,,"Intervenant(e) Prévention des Risques Professionnels - IPRP",SYNONYME,"Préconiser des améliorations en matière d'organisation, de gestion, de procédures : 91 | Recueillir et analyser les besoins client : 54",,,,,,,,,,,
"ROME Référence",rome:appellation,acehn@univ-paris8.fr,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11410,"Auditeur / Auditrice en organisation",,,,,,,,"Auditeur / Auditrice en organisation",SYNONYME,"Préconiser des améliorations en matière d'organisation, de gestion, de procédures : 100 | Recueillir et analyser les besoins client : 72",,,,,,,,,,,
"ROME Référence",rome:appellation,acehn@univ-paris8.fr,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38593,"Chargé / Chargée de mission RSE - responsabilité sociétale de l'entreprise",,,,EMPLOI_VERT,,,,"Chargé / Chargée de mission RSE",SYNONYME,"Préconiser des améliorations en matière d'organisation, de gestion, de procédures : 95 | Recueillir et analyser les besoins client : 77",,,,,,,,,,,
"ROME Référence",rome:appellation,acehn@univ-paris8.fr,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19062,"Responsable en knowledge management",,,,,,,,"Responsable en knowledge management",SYNONYME,"Préconiser des améliorations en matière d'organisation, de gestion, de procédures : 100 | Recueillir et analyser les besoins client : 73",,,,,,,,,,,
"ROME Référence",rome:appellation,acehn@univ-paris8.fr,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38592,"Chargé / Chargée de mission développement durable et RSE - responsabilité sociétale de l'entreprise",,,,EMPLOI_VERT,,,,"Chargé / Chargée de mission développement durable et RSE",SYNONYME,"Préconiser des améliorations en matière d'organisation, de gestion, de procédures : 91 | Recueillir et analyser les besoins client : 74",,,,,,,,,,,
"ROME Référence",rome:appellation,acehn@univ-paris8.fr,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11030,"Animateur / Animatrice de réseau d'entreprises",,,,,,,,"Animateur / Animatrice de réseau d'entreprises",SYNONYME,"Préconiser des améliorations en matière d'organisation, de gestion, de procédures : 91 | Recueillir et analyser les besoins client : 66",,,,,,,,,,,
"ROME Référence",rome:appellation,acehn@univ-paris8.fr,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38595,"Responsable développement durable et RSE - responsabilité sociétale de l'entreprise",,,,EMPLOI_VERT,,,,"Responsable développement durable et RSE",SYNONYME,"Préconiser des améliorations en matière d'organisation, de gestion, de procédures : 95 | Recueillir et analyser les besoins client : 73",,,,,,,,,,,
"ROME Référence",rome:appellation,acehn@univ-paris8.fr,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13539,"Consultant / Consultante en stratégie/organisation",,,,,,,,"Consultant / Consultante en stratégie/organisation",SYNONYME,"Préconiser des améliorations en matière d'organisation, de gestion, de procédures : 90 | Recueillir et analyser les besoins client : 55",,,,,,,,,,,
"ROME Référence",rome:appellation,acehn@univ-paris8.fr,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13536,"Consultant / Consultante en organisation",,,,,,,,"Consultant / Consultante en organisation",SYNONYME,"Préconiser des améliorations en matière d'organisation, de gestion, de procédures : 100 | Recueillir et analyser les besoins client : 73",,,,,,,,,,,
"ROME Référence",rome:appellation,acehn@univ-paris8.fr,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13552,"Consultant / Consultante pilotage de la performance",,,,,,,,"Consultant / Consultante pilotage de la performance",SYNONYME,"Préconiser des améliorations en matière d'organisation, de gestion, de procédures : 100 | Recueillir et analyser les besoins client : 64",,,,,,,,,,,
"ROME Référence",rome:appellation,acehn@univ-paris8.fr,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38591,"Chargé / Chargée de mission développement durable",,,,EMPLOI_VERT,,,,"Chargé / Chargée de mission développement durable",SYNONYME,"Préconiser des améliorations en matière d'organisation, de gestion, de procédures : 89 | Recueillir et analyser les besoins client : 78",,,,,,,,,,,
"ROME Référence",rome:appellation,acehn@univ-paris8.fr,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38594,"Responsable développement durable",,,,EMPLOI_VERT,,,,"Responsable développement durable",SYNONYME,"Préconiser des améliorations en matière d'organisation, de gestion, de procédures : 79 | Recueillir et analyser les besoins client : 85",,,,,,,,,,,
"ROME Référence",rome:appellation,acehn@univ-paris8.fr,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38139,"Responsable qualité services",,,,,,,,"Responsable qualité services",SYNONYME,"Préconiser des améliorations en matière d'organisation, de gestion, de procédures : 98 | Recueillir et analyser les besoins client : 82",,,,,,,,,,,
"ROME Référence",rome:appellation,acehn@univ-paris8.fr,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13534,"Consultant / Consultante en management qualité",,,,,,,,"Consultant / Consultante en management qualité",SYNONYME,"Préconiser des améliorations en matière d'organisation, de gestion, de procédures : 98 | Recueillir et analyser les besoins client : 55",,,,,,,,,,,
"ROME Référence",rome:appellation,acehn@univ-paris8.fr,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38138,"Directeur / Directrice qualité services",,,,,,,,"Directeur / Directrice qualité services",SYNONYME,"Préconiser des améliorations en matière d'organisation, de gestion, de procédures : 100 | Recueillir et analyser les besoins client : 87",,,,,,,,,,,
"ROME Référence",rome:appellation,acehn@univ-paris8.fr,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13443,"Conseiller / Conseillère en organisation d'entreprise",,,,,,,,"Conseiller / Conseillère en organisation d'entreprise",SYNONYME,"Préconiser des améliorations en matière d'organisation, de gestion, de procédures : 95 | Recueillir et analyser les besoins client : 62",,,,,,,,,,,
"ROME Référence",rome:appellation,acehn@univ-paris8.fr,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38829,"Chef de projet green IT",,,,,,,,"Chef de projet green IT",SYNONYME,"Préconiser des améliorations en matière d'organisation, de gestion, de procédures : 96 | Recueillir et analyser les besoins client : 60",,,,,,,,,,,
"ROME Référence",rome:appellation,acehn@univ-paris8.fr,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38830,"Consultant / Consultante green IT",,,,,,,,"Consultant / Consultante green IT",SYNONYME,"Préconiser des améliorations en matière d'organisation, de gestion, de procédures : 100 | Recueillir et analyser les besoins client : 73",,,,,,,,,,,
"ROME Référence",rome:appellation,acehn@univ-paris8.fr,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11130,"Architecte technique informatique",,,,,,,,"Architecte technique informatique",SYNONYME,"Gérer la sécurité informatique : 97 | Concevoir un logiciel, un système d'informations, une application : 66 | Concevoir et gérer un projet : 72 | Évaluer le résultat de ses actions : 72",,,,,,,,,,,
"ROME Référence",rome:appellation,acehn@univ-paris8.fr,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11128,"Architecte système d'information",,,,,,,,"Architecte système d'information",SYNONYME,"Concevoir un logiciel, un système d'informations, une application : 90 | Concevoir et gérer un projet : 93 | Évaluer le résultat de ses actions : 92",,,,,,,,,,,
"ROME Référence",rome:appellation,acehn@univ-paris8.fr,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11125,"Architecte réseaux informatiques",,,,,,,,"Architecte réseaux informatiques",SYNONYME,"Concevoir un logiciel, un système d'informations, une application : 57 | Concevoir et gérer un projet : 58 | Évaluer le résultat de ses actions : 57",,,,,,,,,,,
"ROME Référence",rome:appellation,acehn@univ-paris8.fr,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11129,"Architecte système informatique",,,,,,,,"Architecte système informatique",SYNONYME,"Concevoir un logiciel, un système d'informations, une application : 72 | Concevoir et gérer un projet : 98 | Évaluer le résultat de ses actions : 98",,,,,,,,,,,
"ROME Référence",rome:appellation,acehn@univ-paris8.fr,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11416,"Auditeur social / Auditrice sociale",,,,,,,,"Auditeur social / Auditrice sociale",SYNONYME,"Préconiser des améliorations en matière d'organisation, de gestion, de procédures : 94 | Recueillir et analyser les besoins client : 67",,,,,,,,,,,
"ROME Référence",rome:appellation,acehn@univ-paris8.fr,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12242,"Chef de projet en organisation",,,,,,,,"Chef de projet en organisation",SYNONYME,"Préconiser des améliorations en matière d'organisation, de gestion, de procédures : 98 | Recueillir et analyser les besoins client : 63",,,,,,,,,,,
"ROME Référence",rome:appellation,acehn@univ-paris8.fr,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14962,"Expert / Experte système d'exploitation",,,,,,,,"Expert / Experte système d'exploitation",SYNONYME,"Gérer la sécurité informatique : 71 | Procéder aux phases de tests et de recettes des applications développées : 100 | Concevoir un logiciel, un système d'informations, une application : 65 | Concevoir et gérer un projet : 72 | Évaluer le résultat de ses actions : 65",,,,,,,,,,,
"ROME Référence",rome:appellation,acehn@univ-paris8.fr,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15839,"Ingénieur / Ingénieure méthodes informatiques",,,,,,,,"Ingénieur / Ingénieure méthodes informatiques",SYNONYME,"Méthodes d'analyse (systémique, fonctionnelle, de risques, ...) : 54 | Concevoir un logiciel, un système d'informations, une application : 67 | Concevoir et gérer un projet : 87 | Évaluer le résultat de ses actions : 87",,,,,,,,,,,
"ROME Référence",rome:appellation,acehn@univ-paris8.fr,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18258,"Qualiticien / Qualiticienne logiciel en informatique",,,,,,,,"Qualiticien / Qualiticienne logiciel en informatique",SYNONYME,"Procéder aux phases de tests et de recettes des applications développées : 77 | Concevoir un logiciel, un système d'informations, une application : 74 | Concevoir et gérer un projet : 81 | Évaluer le résultat de ses actions : 93",,,,,,,,,,,
"ROME Référence",rome:appellation,acehn@univ-paris8.fr,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15894,"Ingénieur / Ingénieure système réseau informatique",,,,,,,,"Ingénieur / Ingénieure système réseau informatique",SYNONYME,"Concevoir un logiciel, un système d'informations, une application : 52 | Concevoir et gérer un projet : 68 | Évaluer le résultat de ses actions : 66",,,,,,,,,,,
"ROME Référence",rome:appellation,acehn@univ-paris8.fr,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15885,"Ingénieur / Ingénieure sécurité informatique",,,,,,,,"Ingénieur / Ingénieure sécurité informatique",SYNONYME,"Concevoir un logiciel, un système d'informations, une application : 74 | Concevoir et gérer un projet : 81 | Évaluer le résultat de ses actions : 77",,,,,,,,,,,
"ROME Référence",rome:appellation,acehn@univ-paris8.fr,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14963,"Expert / Experte système et réseaux",,,,,,,,"Expert / Experte système et réseaux",SYNONYME,"Concevoir un logiciel, un système d'informations, une application : 71 | Concevoir et gérer un projet : 77 | Évaluer le résultat de ses actions : 75",,,,,,,,,,,
"ROME Référence",rome:appellation,acehn@univ-paris8.fr,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14944,"Expert / Experte en technologie Internet et multimédia",,,,,,,,"Expert / Experte en technologie Internet et multimédia",SYNONYME,"Projet de développement informatique : 75 | Apporter une assistance technique aux équipes : 63 | Concevoir un logiciel, un système d'informations, une application : 88 | Déployer, intégrer un logiciel, un système d'informations, une application : 75 | Évaluer le résultat de ses actions : 63",,,,,,,,,,,
"ROME Référence",rome:appellation,acehn@univ-paris8.fr,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14943,"Expert / Experte en sécurité des systèmes d'exploitation",,,,,,,,"Expert / Experte en sécurité des systèmes d'exploitation",SYNONYME,"Concevoir un logiciel, un système d'informations, une application : 93 | Concevoir et gérer un projet : 93 | Évaluer le résultat de ses actions : 93",,,,,,,,,,,
"ROME Référence",rome:appellation,acehn@univ-paris8.fr,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14959,"Expert / Experte sécurité informatique",,,,,,,,"Expert / Experte sécurité informatique",SYNONYME,"Concevoir un logiciel, un système d'informations, une application : 72 | Concevoir et gérer un projet : 72 | Évaluer le résultat de ses actions : 72",,,,,,,,,,,
"ROME Référence",rome:appellation,acehn@univ-paris8.fr,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14956,"Expert / Experte qualité informatique",,,,,,,,"Expert / Experte qualité informatique",SYNONYME,"Concevoir un logiciel, un système d'informations, une application : 59 | Concevoir et gérer un projet : 65 | Évaluer le résultat de ses actions : 71",,,,,,,,,,,
"ROME Référence",rome:appellation,acehn@univ-paris8.fr,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14950,"Expert / Experte méthodes et outils en informatique",,,,,,,,"Expert / Experte méthodes et outils en informatique",SYNONYME,"Méthodes d'analyse (systémique, fonctionnelle, de risques, ...) : 94 | Concevoir un logiciel, un système d'informations, une application : 68 | Concevoir et gérer un projet : 68 | Évaluer le résultat de ses actions : 68",,,,,,,,,,,
"ROME Référence",rome:appellation,acehn@univ-paris8.fr,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14957,"Expert / Experte réseaux et télécoms",,,,,,,,"Expert / Experte réseaux et télécoms",SYNONYME,"Réseaux informatiques et télécoms : 100 | Concevoir un logiciel, un système d'informations, une application : 66 | Concevoir et gérer un projet : 79 | Évaluer le résultat de ses actions : 82",,,,,,,,,,,
"ROME Référence",rome:appellation,acehn@univ-paris8.fr,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14960,"Expert / Experte sécurité, méthode et qualité informatique",,,,,,,,"Expert / Experte sécurité, méthode et qualité informatique",SYNONYME,"Méthodes d'analyse (systémique, fonctionnelle, de risques, ...) : 100 | Concevoir un logiciel, un système d'informations, une application : 66 | Concevoir et gérer un projet : 72 | Évaluer le résultat de ses actions : 72",,,,,,,,,,,
"ROME Référence",rome:appellation,acehn@univ-paris8.fr,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14939,"Expert / Experte en communication et réseaux",,,,,,,,"Expert / Experte en communication et réseaux",SYNONYME,"Concevoir un logiciel, un système d'informations, une application : 66 | Concevoir et gérer un projet : 92 | Évaluer le résultat de ses actions : 72",,,,,,,,,,,
"ROME Référence",rome:appellation,acehn@univ-paris8.fr,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11411,"Auditeur / Auditrice en système d'information",,,,,,,,"Auditeur / Auditrice en système d'information",SYNONYME,"Concevoir un logiciel, un système d'informations, une application : 66 | Concevoir et gérer un projet : 72 | Évaluer le résultat de ses actions : 72",,,,,,,,,,,
"ROME Référence",rome:appellation,acehn@univ-paris8.fr,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14951,"Expert / Experte méthodes et qualité informatique",,,,,,,,"Expert / Experte méthodes et qualité informatique",SYNONYME,"Méthodes d'analyse (systémique, fonctionnelle, de risques, ...) : 100 | Normes et standards d'exploitation : 100 | Procéder aux phases de tests et de recettes des applications développées : 100 | Concevoir et gérer un projet : 72 | Évaluer le résultat de ses actions : 72",,,,,,,,,,,
"ROME Référence",rome:appellation,acehn@univ-paris8.fr,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11120,"Architecte multimédia",,,,,,,,"Architecte multimédia",SYNONYME,"Méthodes d'analyse (systémique, fonctionnelle, de risques, ...) : 100 | Concevoir un logiciel, un système d'informations, une application : 66 | Concevoir et gérer un projet : 72 | Évaluer le résultat de ses actions : 72",,,,,,,,,,,
"ROME Référence",rome:appellation,acehn@univ-paris8.fr,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38912,"Expert / Experte en sécurité des systèmes d'information",,,,,,,,"Expert / Experte en sécurité des systèmes d'information",SYNONYME,"Méthodes d'analyse (systémique, fonctionnelle, de risques, ...) : 86 | Concevoir un logiciel, un système d'informations, une application : 60 | Concevoir et gérer un projet : 82 | Évaluer le résultat de ses actions : 60",,,,,,,,,,,
"ROME Référence",rome:appellation,acehn@univ-paris8.fr,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38833,"Ingénieur / Ingénieure sécurité web",,,,,,,,"Ingénieur / Ingénieure sécurité web",SYNONYME,"Concevoir un logiciel, un système d'informations, une application : 67 | Concevoir et gérer un projet : 72 | Évaluer le résultat de ses actions : 67",,,,,,,,,,,
"ROME Référence",rome:appellation,acehn@univ-paris8.fr,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15893,"Ingénieur / Ingénieure système informatique",,,,,,,,"Ingénieur / Ingénieure système informatique",PRINCIPALE,"Concevoir un logiciel, un système d'informations, une application : 77 | Concevoir et gérer un projet : 76 | Évaluer le résultat de ses actions : 77",,,,,,,,,,,
"ROME Référence",rome:appellation,acehn@univ-paris8.fr,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200148,"Chief Technical Officer - CTO",,,,,,,,"Chief Technical Officer - CTO",SYNONYME,"Concevoir un logiciel, un système d'informations, une application : 92 | Concevoir et gérer un projet : 96 | Évaluer le résultat de ses actions : 96",,,,,,,,,,,
"ROME Référence",rome:appellation,acehn@univ-paris8.fr,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38910,"Architecte de sécurité des systèmes d'information",,,,,,,,"Architecte de sécurité des systèmes d'information",SYNONYME,"Concevoir un logiciel, un système d'informations, une application : 65 | Concevoir et gérer un projet : 65 | Évaluer le résultat de ses actions : 65",,,,,,,,,,,
"ROME Référence",rome:appellation,acehn@univ-paris8.fr,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15873,"Ingénieur / Ingénieure réseau informatique",,,,,,,,"Ingénieur / Ingénieure réseau informatique",SYNONYME,"Concevoir un logiciel, un système d'informations, une application : 62 | Concevoir et gérer un projet : 63 | Évaluer le résultat de ses actions : 63",,,,,,,,,,,
"ROME Référence",rome:appellation,acehn@univ-paris8.fr,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38914,"Post auditeur / Post auditrice en sécurité des systèmes d'information",,,,,,,,"Post auditeur(trice) en sécurité des systèmes d'information",SYNONYME,"Concevoir un logiciel, un système d'informations, une application : 100 | Concevoir et gérer un projet : 100 | Évaluer le résultat de ses actions : 100",,,,,,,,,,,
"ROME Référence",rome:appellation,acehn@univ-paris8.fr,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38832,"Responsable qualité web",,,,,,,,"Responsable qualité web",SYNONYME,"Concevoir un logiciel, un système d'informations, une application : 66 | Concevoir et gérer un projet : 72 | Évaluer le résultat de ses actions : 72",,,,,,,,,,,
